序号,名称,规格型号,单位,不含税价,备注,地区,发布时间,类别,专业
21,预拌砌筑砂浆,DMM10（散装干粉）,t,181,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,230,,濮阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,222,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,214,,许昌,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,252,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,216,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,230,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,240,,平顶山,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,235,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,315,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,202,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,230,,济源,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,208,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
21,预拌砌筑砂浆,DMM10（散装干粉）,t,221,,商丘,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,185,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,232,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,224,,许昌,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,257,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,220,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,235,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,240,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,325,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,211,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,212,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
22,预拌砌筑砂浆,DMM15（散装干粉）,t,230,,商丘,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,190,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,232,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,234,,许昌,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,262,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,228,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,240,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,245,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,330,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,220,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,215,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
23,预拌砌筑砂浆,DMM20（散装干粉）,t,238,,商丘,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,194,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,242,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,267,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,231,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,245,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,250,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,340,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
24,预拌砌筑砂浆,DMM25（散装干粉）,t,219,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
25,预拌砌筑砂浆,DMM30（散装干粉）,t,199,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
25,预拌砌筑砂浆,DMM30（散装干粉）,t,242,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
25,预拌砌筑砂浆,DMM30（散装干粉）,t,277,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
25,预拌砌筑砂浆,DMM30（散装干粉）,t,236,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
25,预拌砌筑砂浆,DMM30（散装干粉）,t,250,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
25,预拌砌筑砂浆,DMM30（散装干粉）,t,350,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
25,预拌砌筑砂浆,DMM30（散装干粉）,t,223,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,181,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,220,,濮阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,212,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,256,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,196,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,230,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,235,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,300,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,193,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,257,,三门峡,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,230,,济源,2024/4/30,河南省工程造价信息2024年第二期,建筑
26,预拌抹灰砂浆,DMM5.0（散装干粉）,t,208,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,190,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,230,,濮阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,222,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,261,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,271,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,240,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,245,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,320,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,211,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,240,,济源,2024/4/30,河南省工程造价信息2024年第二期,建筑
27,预拌抹灰砂浆,DMM10（散装干粉）,t,216,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,194,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,238,,濮阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,232,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,266,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,216,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,245,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,250,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,330,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,220,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,245,,济源,2024/4/30,河南省工程造价信息2024年第二期,建筑
28,预拌抹灰砂浆,DMM15（散装干粉）,t,219,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,199,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,242,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,271,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,230,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,250,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,255,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,335,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,228,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
29,预拌抹灰砂浆,DMM20（散装干粉）,t,223,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,190,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,222,,濮阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,232,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,272,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,210,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,245,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,245,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,305,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,211,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,274,,三门峡,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,245,,济源,2024/4/30,河南省工程造价信息2024年第二期,建筑
30,预拌地面砂浆,DMM15（散装干粉）,t,228,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,194,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,230,,濮阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,242,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,277,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,218,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,250,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,250,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,315,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,220,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,255,,济源,2024/4/30,河南省工程造价信息2024年第二期,建筑
31,预拌地面砂浆,DMM20（散装干粉）,t,236,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,199,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,242,,濮阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,252,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,282,,新乡,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,225,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,255,,焦作,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,255,,漯河,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,325,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
32,预拌地面砂浆,DMM25（散装干粉）,t,244,,开封,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,433,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,410,,周口,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,380,,许昌,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,407,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,353,,安阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,420,,信阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,426,,南阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,389,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
2,烧结砖（煤矸石、页岩、粘土）,240×115×53mm,1000块,300,,济源,2024/4/30,河南省工程造价信息2024年第二期,建筑
3,烧结砖（煤矸石、页岩、粘土）,180×115×53mm,1000块,389,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
4,烧结多孔砖（煤矸石、页岩、粘土）,240×115×90mm,1000块,610,,郑州,2024/4/30,河南省工程造价信息2024年第二期,建筑
4,烧结多孔砖（煤矸石、页岩、粘土）,240×115×90mm,1000块,620,,许昌,2024/4/30,河南省工程造价信息2024年第二期,建筑
4,烧结多孔砖（煤矸石、页岩、粘土）,240×115×90mm,1000块,589,,洛阳,2024/4/30,河南省工程造价信息2024年第二期,建筑
4,烧结多孔砖（煤矸石、页岩、粘土）,240×115×90mm,1000块,740,,驻马店,2024/4/30,河南省工程造价信息2024年第二期,建筑
4,烧结多孔砖（煤矸石、页岩、粘土）,240×115×90mm,1000块,485,,鹤壁,2024/4/30,河南省工程造价信息2024年第二期,建筑
4,烧结多孔砖（煤矸石、页岩、粘土）,240×115×90mm,1000块,485,,三门峡,2024/4/30,河南省工程造价信息2024年第二期,建筑
